tvShowID,name,duration,countryOfOrigin,productionCompany,banner,genres,description,status,firstYearRelease
6620ef0dfc13ae0cffa2427e,Heads,199,Peru,Hintz-Hickle,http://dummyimage.com/169x100.png/ff4444/ffffff,"[""COMEDY"",""CRIME""]","Insertion of Endotracheal Airway into Trachea, Percutaneous Approach",COMING_SOON,2004
6620ef0dfc13ae0cffa2427f,Repo Men,36,Iran,Turcotte-Haley,http://dummyimage.com/216x100.png/5fa2dd/ffffff,"[""ACTION"",""SCI_FI"",""THRILLER""]","Replacement of Right Hip Joint with Autologous Tissue Substitute, Open Approach",COMING_SOON,2017
6620ef0dfc13ae0cffa24280,Come Live with Me,80,Philippines,Stroman-Ward,http://dummyimage.com/187x100.png/cc0000/ffffff,"[""COMEDY"",""ROMANCE""]","Dilation of Splenic Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",RELEASED,2006
6620ef0dfc13ae0cffa24281,Certified Copy (Copie conforme),102,Indonesia,Mills and Sons,http://dummyimage.com/137x100.png/5fa2dd/ffffff,"[""DRAMA""]","Reposition Right Tibia with Ring External Fixation Device, Percutaneous Endoscopic Approach",COMING_SOON,2020
6620ef0dfc13ae0cffa24282,Miami Blues,169,Honduras,Pfeffer-Pagac,http://dummyimage.com/115x100.png/dddddd/000000,"[""COMEDY"",""CRIME"",""DRAMA""]","Reposition Left Lower Eyelid, Open Approach",COMING_SOON,2012
6620ef0dfc13ae0cffa24283,Morvern Callar,36,South Sudan,Mayer Group,http://dummyimage.com/108x100.png/dddddd/000000,"[""DRAMA""]",Fluoroscopy of Uterus and Fallopian Tubes using Low Osmolar Contrast,COMING_SOON,2019
6620ef0dfc13ae0cffa24284,Your Vice is a Locked Room and Only I Have the Key,99,Brazil,Fahey-Huels,http://dummyimage.com/222x100.png/5fa2dd/ffffff,"[""HORROR"",""MYSTERY"",""THRILLER""]","Bypass Bilateral Vas Deferens to Right Vas Deferens with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",RELEASED,2011
6620ef0dfc13ae0cffa24285,"Giver, The",153,Indonesia,Funk-Kuhic,http://dummyimage.com/207x100.png/dddddd/000000,"[""DRAMA"",""SCI_FI""]","Removal of Autologous Tissue Substitute from Neck, Open Approach",COMING_SOON,2011
6620ef0dfc13ae0cffa24286,King Kong Lives,140,Portugal,Smitham Inc,http://dummyimage.com/208x100.png/dddddd/000000,"[""ADVENTURE"",""SCI_FI""]",Plain Radiography of Left Multiple Mammary Ducts using High Osmolar Contrast,COMING_SOON,2015
6620ef0dfc13ae0cffa24287,Oliver Twist,169,Philippines,"Willms, Yundt and Stark",http://dummyimage.com/229x100.png/cc0000/ffffff,"[""DRAMA""]","Drainage of Left Knee Joint with Drainage Device, Open Approach",RELEASED,2013
6620ef0dfc13ae0cffa24288,"Batman/Superman Movie, The",55,Philippines,Mayert-Tremblay,http://dummyimage.com/108x100.png/cc0000/ffffff,"[""ACTION"",""ADVENTURE"",""ANIMATION"",""CHILDREN"",""FANTASY"",""SCI_FI""]","Supplement Right Fallopian Tube with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",COMING_SOON,2018
6620ef0dfc13ae0cffa24289,Seven Samurai (Shichinin no samurai),92,Czech Republic,Jacobi Inc,http://dummyimage.com/247x100.png/5fa2dd/ffffff,"[""ACTION"",""ADVENTURE"",""DRAMA""]","Excision of Pericardium, Percutaneous Approach",RELEASED,2010
6620ef0dfc13ae0cffa2428a,Mad Ron's Prevues from Hell,67,Serbia,"Muller, Brown and Thompson",http://dummyimage.com/133x100.png/cc0000/ffffff,"[""COMEDY"",""HORROR""]","Reposition Right Subclavian Vein, Percutaneous Endoscopic Approach",COMING_SOON,2014
6620ef0dfc13ae0cffa2428b,Sgt. Kabukiman N.Y.P.D.,77,Croatia,"Fadel, Stracke and Tillman",http://dummyimage.com/165x100.png/5fa2dd/ffffff,"[""ACTION"",""COMEDY"",""FANTASY""]","Excision of Right Axillary Vein, Percutaneous Approach",RELEASED,2014
6620ef0dfc13ae0cffa2428c,Limitless,93,Philippines,Boehm Group,http://dummyimage.com/222x100.png/dddddd/000000,"[""SCI_FI"",""THRILLER""]","Supplement Thoracic Vertebra with Nonautologous Tissue Substitute, Open Approach",RELEASED,2010
6620ef0dfc13ae0cffa2428d,People Will Talk,21,Sweden,Schowalter-Armstrong,http://dummyimage.com/171x100.png/dddddd/000000,"[""COMEDY"",""ROMANCE""]","Dilation of Left Brachial Artery with Three Intraluminal Devices, Percutaneous Approach",COMING_SOON,2015
6620ef0dfc13ae0cffa2428e,"Unloved, The",74,China,Hahn-Conn,http://dummyimage.com/194x100.png/5fa2dd/ffffff,"[""DRAMA""]","Drainage of Right Clavicle with Drainage Device, Percutaneous Endoscopic Approach",COMING_SOON,2019
6620ef0dfc13ae0cffa2428f,"Haunted Palace, The",153,Russia,"Fritsch, Reynolds and Schultz",http://dummyimage.com/232x100.png/ff4444/ffffff,"[""HORROR""]","Repair Right Lung, Via Natural or Artificial Opening",RELEASED,2017
6620ef0dfc13ae0cffa24290,Ran,44,Indonesia,Feest Group,http://dummyimage.com/186x100.png/ff4444/ffffff,"[""DRAMA"",""WAR""]","Drainage of Left Upper Femur with Drainage Device, Percutaneous Approach",COMING_SOON,2008
6620ef0dfc13ae0cffa24291,"Monster in Paris, A (Un monstre à Paris)",46,Portugal,Howell-Erdman,http://dummyimage.com/216x100.png/dddddd/000000,"[""ADVENTURE"",""ANIMATION"",""CHILDREN""]","Bypass Left Common Iliac Artery to Bilateral Common Iliac Arteries with Autologous Venous Tissue, Open Approach",COMING_SOON,2014
6620ef0dfc13ae0cffa24292,Food (Jídlo),86,Indonesia,Orn and Sons,http://dummyimage.com/191x100.png/cc0000/ffffff,"[""ANIMATION"",""COMEDY"",""FANTASY""]","Extirpation of Matter from Right Frontal Bone, Percutaneous Approach",COMING_SOON,2015
6620ef0dfc13ae0cffa24293,Titanic,74,China,"Schumm, Kassulke and Halvorson",http://dummyimage.com/184x100.png/cc0000/ffffff,"[""DRAMA"",""ROMANCE""]","Supplement Right Lacrimal Duct with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic",RELEASED,2017
6620ef0dfc13ae0cffa24294,Hen Hop,92,Pakistan,Ullrich LLC,http://dummyimage.com/250x100.png/5fa2dd/ffffff,"[""ANIMATION""]","Drainage of Right Metacarpophalangeal Joint, Open Approach, Diagnostic",RELEASED,2014
6620ef0dfc13ae0cffa24295,Manny & Lo,48,China,Dach-Goodwin,http://dummyimage.com/180x100.png/dddddd/000000,"[""DRAMA""]","Supplement Abdominal Aorta with Synthetic Substitute, Open Approach",RELEASED,2017
6620ef0dfc13ae0cffa24296,Katzelmacher,80,France,Haley-Hahn,http://dummyimage.com/103x100.png/dddddd/000000,"[""DRAMA"",""ROMANCE""]","Insertion of Infusion Device into Right Common Iliac Vein, Percutaneous Endoscopic Approach",RELEASED,2013
6620ef0dfc13ae0cffa24297,"Mating Season, The",142,Greece,"Flatley, Murphy and Marquardt",http://dummyimage.com/115x100.png/ff4444/ffffff,"[""COMEDY""]","Occlusion of Left Internal Mammary Artery, Percutaneous Approach",COMING_SOON,2019
6620ef0dfc13ae0cffa24298,Somewhere in Time,102,Philippines,Torp and Sons,http://dummyimage.com/169x100.png/ff4444/ffffff,"[""DRAMA"",""ROMANCE""]","Bypass Ileum to Sigmoid Colon with Synthetic Substitute, Percutaneous Endoscopic Approach",RELEASED,2019
6620ef0dfc13ae0cffa24299,Front Page Woman,45,Bulgaria,Hand-Stroman,http://dummyimage.com/163x100.png/5fa2dd/ffffff,"[""COMEDY"",""ROMANCE""]","Removal of Infusion Device from Respiratory Tract, Via Natural or Artificial Opening",COMING_SOON,2014
6620ef0dfc13ae0cffa2429a,Devour,197,Bahrain,Kuphal and Sons,http://dummyimage.com/245x100.png/cc0000/ffffff,"[""HORROR""]","Transfusion of Nonautologous Red Blood Cells into Central Vein, Open Approach",COMING_SOON,2017
6620ef0dfc13ae0cffa2429b,The Man Who Shook the Hand of Vicente Fernandez,23,China,Hand Inc,http://dummyimage.com/226x100.png/cc0000/ffffff,"[""COMEDY"",""DRAMA"",""WESTERN""]","Dilation of Right Radial Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",RELEASED,2015
6620ef0dfc13ae0cffa2429c,Les Tuche,56,Brazil,Yost and Sons,http://dummyimage.com/105x100.png/dddddd/000000,"[""COMEDY""]","Reposition Left Face Vein, Percutaneous Approach",RELEASED,2010
6620ef0dfc13ae0cffa2429d,Freaks,23,Philippines,Weimann-Kilback,http://dummyimage.com/116x100.png/ff4444/ffffff,"[""CRIME"",""DRAMA"",""HORROR""]","Revision of Drainage Device in Left Tarsal Joint, Percutaneous Endoscopic Approach",RELEASED,2016
6620ef0dfc13ae0cffa2429e,"Purge: Anarchy, The",43,France,Treutel and Sons,http://dummyimage.com/140x100.png/dddddd/000000,"[""ACTION"",""HORROR"",""THRILLER""]","Fragmentation in Small Intestine, External Approach",RELEASED,2005
6620ef0dfc13ae0cffa2429f,Down From the Mountain,29,China,"Jacobs, Schultz and Reilly",http://dummyimage.com/204x100.png/cc0000/ffffff,"[""DOCUMENTARY""]","Excision of Upper Vein, Percutaneous Endoscopic Approach",COMING_SOON,2015
6620ef0dfc13ae0cffa242a0,"Private Life of Henry VIII, The",153,Trinidad and Tobago,"Runolfsson, Fritsch and Bosco",http://dummyimage.com/236x100.png/dddddd/000000,"[""COMEDY"",""DRAMA""]","Supplement Thorax Lymphatic with Synthetic Substitute, Open Approach",RELEASED,2006
6620ef0dfc13ae0cffa242a1,Serena,150,Sweden,Crist-Abernathy,http://dummyimage.com/194x100.png/ff4444/ffffff,"[""DRAMA""]","Excision of Appendix, Open Approach, Diagnostic",RELEASED,2007
6620ef0dfc13ae0cffa242a2,Dear Wendy,150,China,"Von, Russel and McKenzie",http://dummyimage.com/161x100.png/cc0000/ffffff,"[""DRAMA""]","Supplement Left Ureter with Synthetic Substitute, Via Natural or Artificial Opening",COMING_SOON,2005
6620ef0dfc13ae0cffa242a3,"Mackintosh Man, The",161,Pakistan,Mosciski Group,http://dummyimage.com/132x100.png/cc0000/ffffff,"[""ACTION"",""DRAMA"",""THRILLER""]","Excision of Lower Esophagus, Percutaneous Approach",COMING_SOON,2011
6620ef0dfc13ae0cffa242a4,Brewster's Millions,42,Brazil,Olson and Sons,http://dummyimage.com/137x100.png/dddddd/000000,"[""COMEDY""]","Introduction of Oxazolidinones into Central Vein, Open Approach",COMING_SOON,2009
6620ef0dfc13ae0cffa242a5,Desperado,81,Honduras,"Turcotte, Pfeffer and Mueller",http://dummyimage.com/220x100.png/ff4444/ffffff,"[""ACTION"",""ROMANCE"",""WESTERN""]","Supplement Inferior Mesenteric Vein with Autologous Tissue Substitute, Open Approach",RELEASED,2018
6620ef0dfc13ae0cffa242a6,Whoregasm,122,China,"Wolf, Casper and Botsford",http://dummyimage.com/209x100.png/5fa2dd/ffffff,"[""(NO GENRES LISTED)""]","Supplement Nasal Septum with Synthetic Substitute, Percutaneous Endoscopic Approach",COMING_SOON,2015
6620ef0dfc13ae0cffa242a7,Enlighten Up!,129,Luxembourg,Volkman Group,http://dummyimage.com/221x100.png/cc0000/ffffff,"[""DOCUMENTARY""]","Revision of Autologous Tissue Substitute in Right Toe Phalanx, Percutaneous Approach",COMING_SOON,2013
6620ef0dfc13ae0cffa242a8,"Swedish Love Story, A (Kärlekshistoria, En)",16,Finland,"Cremin, Murray and Jacobs",http://dummyimage.com/119x100.png/cc0000/ffffff,"[""DRAMA"",""ROMANCE""]","Release Left Axillary Lymphatic, Percutaneous Approach",RELEASED,2005
6620ef0dfc13ae0cffa242a9,Celtic Pride,164,China,Grimes-Mante,http://dummyimage.com/152x100.png/dddddd/000000,"[""COMEDY""]","Insertion of Neurostimulator Lead into Spinal Cord, Percutaneous Endoscopic Approach",RELEASED,2015
6620ef0dfc13ae0cffa242aa,Problem Child,195,Russia,Gleichner-Graham,http://dummyimage.com/115x100.png/ff4444/ffffff,"[""CHILDREN"",""COMEDY""]","Destruction of Left Shoulder Bursa and Ligament, Percutaneous Endoscopic Approach",RELEASED,2012
6620ef0dfc13ae0cffa242ab,Saving Santa,124,Poland,"Roob, West and Rau",http://dummyimage.com/111x100.png/ff4444/ffffff,"[""ANIMATION"",""CHILDREN"",""COMEDY""]","Bypass Left Popliteal Artery to Lower Extremity Vein, Open Approach",COMING_SOON,2013
6620ef0dfc13ae0cffa242ac,Three Seasons,114,Slovenia,"Schuster, Dare and Hauck",http://dummyimage.com/103x100.png/cc0000/ffffff,"[""DRAMA""]","Replacement of Bladder with Autologous Tissue Substitute, Via Natural or Artificial Opening Endoscopic",COMING_SOON,2014
6620ef0dfc13ae0cffa242ad,"White Hunter, Black Heart",132,Ecuador,Rau-Franecki,http://dummyimage.com/115x100.png/cc0000/ffffff,"[""ADVENTURE"",""DRAMA""]","Excision of Lumbar Nerve, Percutaneous Approach, Diagnostic",COMING_SOON,2011
6620ef0dfc13ae0cffa242ae,Beauty in Trouble (Kráska v nesnázích),171,Japan,Stiedemann and Sons,http://dummyimage.com/191x100.png/ff4444/ffffff,"[""DRAMA""]","Repair Left Hip Bursa and Ligament, Percutaneous Approach",RELEASED,2016
6620ef0dfc13ae0cffa242af,Dust,88,Israel,Runte LLC,http://dummyimage.com/227x100.png/5fa2dd/ffffff,"[""DRAMA"",""WESTERN""]","Fragmentation in Stomach, External Approach",COMING_SOON,2005
6620ef0dfc13ae0cffa242b0,I Confess,148,Philippines,"Murphy, Cremin and Shanahan",http://dummyimage.com/240x100.png/5fa2dd/ffffff,"[""THRILLER""]","Drainage of Hymen with Drainage Device, Percutaneous Endoscopic Approach",COMING_SOON,2003
6620ef0dfc13ae0cffa242b1,Still Walking (Aruitemo aruitemo),166,Indonesia,Emmerich and Sons,http://dummyimage.com/232x100.png/dddddd/000000,"[""DRAMA""]","Replacement of Right Hip Joint with Metal Synthetic Substitute, Open Approach",RELEASED,2020
6620ef0dfc13ae0cffa242b2,W Delta Z (a.k.a. The Killing Gene),50,Norway,Champlin-Hessel,http://dummyimage.com/190x100.png/dddddd/000000,"[""CRIME"",""HORROR"",""THRILLER""]","Removal of Drainage Device from Ureter, Via Natural or Artificial Opening Endoscopic",RELEASED,2013
6620ef0dfc13ae0cffa242b3,Pontypool,50,Japan,Heathcote Group,http://dummyimage.com/167x100.png/cc0000/ffffff,"[""HORROR"",""THRILLER""]","Excision of Face Artery, Percutaneous Approach, Diagnostic",COMING_SOON,2005
6620ef0dfc13ae0cffa242b4,71: Into The Fire (Pohwasogeuro),72,Japan,"Kozey, Herman and Botsford",http://dummyimage.com/230x100.png/dddddd/000000,"[""WAR""]","Supplement Right Upper Leg with Nonautologous Tissue Substitute, Open Approach",COMING_SOON,2019
6620ef0dfc13ae0cffa242b5,We Are What We Are,173,Philippines,"Botsford, Rogahn and Hackett",http://dummyimage.com/226x100.png/5fa2dd/ffffff,"[""DRAMA"",""HORROR"",""MYSTERY"",""THRILLER""]","Excision of Right Glenoid Cavity, Open Approach, Diagnostic",COMING_SOON,2013
6620ef0dfc13ae0cffa242b6,I Was a Male War Bride,24,Thailand,Hagenes LLC,http://dummyimage.com/182x100.png/ff4444/ffffff,"[""COMEDY"",""ROMANCE""]","Replacement of Right Acetabulum with Synthetic Substitute, Percutaneous Approach",RELEASED,2015
6620ef0dfc13ae0cffa242b7,"Final Cut, The",41,China,"Treutel, Stroman and Hoeger",http://dummyimage.com/101x100.png/5fa2dd/ffffff,"[""SCI_FI"",""THRILLER""]","Revision of Infusion Device in Right Eye, Percutaneous Approach",RELEASED,2006
6620ef0dfc13ae0cffa242b8,Easy Street,114,China,Zieme LLC,http://dummyimage.com/169x100.png/5fa2dd/ffffff,"[""COMEDY""]","Transfer Right Foot Subcutaneous Tissue and Fascia with Skin, Subcutaneous Tissue and Fascia, Percutaneous Approach",RELEASED,2013
6620ef0dfc13ae0cffa242b9,Chimpanzee,46,United States,"Larson, Carter and Champlin",http://dummyimage.com/241x100.png/ff4444/ffffff,"[""DOCUMENTARY""]","Supplement Left Upper Lobe Bronchus with Autologous Tissue Substitute, Open Approach",COMING_SOON,2007
6620ef0dfc13ae0cffa242ba,"Maria Full of Grace (Maria, Llena eres de gracia)",130,Philippines,Steuber-Watsica,http://dummyimage.com/228x100.png/5fa2dd/ffffff,"[""CRIME"",""DRAMA""]","Release Left Lower Lung Lobe, Percutaneous Endoscopic Approach",RELEASED,2014
6620ef0dfc13ae0cffa242bb,Love's Long Journey,134,Poland,Heller and Sons,http://dummyimage.com/163x100.png/ff4444/ffffff,"[""DRAMA"",""ROMANCE"",""WESTERN""]","Replacement of Right Internal Jugular Vein with Synthetic Substitute, Percutaneous Endoscopic Approach",COMING_SOON,2018
6620ef0dfc13ae0cffa242bc,Salmonberries,31,Moldova,Botsford-Ondricka,http://dummyimage.com/105x100.png/cc0000/ffffff,"[""DRAMA""]","Supplement Right Thorax Muscle with Synthetic Substitute, Open Approach",COMING_SOON,2016
6620ef0dfc13ae0cffa242bd,Asterix and Cleopatra (Astérix et Cléopâtre),61,Mauritania,Littel LLC,http://dummyimage.com/144x100.png/5fa2dd/ffffff,"[""ACTION"",""ADVENTURE"",""ANIMATION"",""CHILDREN"",""COMEDY""]","Removal of Spacer from Left Wrist Joint, Percutaneous Approach",RELEASED,2019
6620ef0dfc13ae0cffa242be,"Sleep Room, The",136,Argentina,King and Sons,http://dummyimage.com/147x100.png/cc0000/ffffff,"[""DRAMA"",""THRILLER""]","Removal of External Fixation Device from Right Tibia, Open Approach",RELEASED,2004
6620ef0dfc13ae0cffa242bf,Sleep Tight (Mientras duermes),51,China,"Conroy, Purdy and Kerluke",http://dummyimage.com/124x100.png/5fa2dd/ffffff,"[""HORROR"",""THRILLER""]","Drainage of Fetal Blood from Products of Conception, Via Natural or Artificial Opening Endoscopic",COMING_SOON,2018
6620ef0dfc13ae0cffa242c0,Who Am I? (Wo shi shei),18,Czech Republic,"King, Rice and Pfannerstill",http://dummyimage.com/148x100.png/ff4444/ffffff,"[""ACTION"",""ADVENTURE"",""COMEDY"",""SCI_FI"",""THRILLER""]","Drainage of Right Femoral Shaft with Drainage Device, Percutaneous Endoscopic Approach",COMING_SOON,2012
6620ef0dfc13ae0cffa242c1,"Patrik Age 1.5 (Patrik 1,5)",36,Indonesia,"Windler, Hilpert and Carroll",http://dummyimage.com/154x100.png/dddddd/000000,"[""COMEDY"",""DRAMA"",""ROMANCE""]","Drainage of Left Shoulder Joint with Drainage Device, Open Approach",COMING_SOON,2010
6620ef0dfc13ae0cffa242c2,"Serious Man, A",22,United States,Brakus-Windler,http://dummyimage.com/129x100.png/cc0000/ffffff,"[""COMEDY"",""DRAMA""]","Fusion of Right Sternoclavicular Joint, Open Approach",COMING_SOON,2010
6620ef0dfc13ae0cffa242c3,"Detective, The",90,Lithuania,Weissnat and Sons,http://dummyimage.com/199x100.png/5fa2dd/ffffff,"[""CRIME"",""DRAMA""]","Bypass Right Ulnar Artery to Right Lower Arm Artery with Nonautologous Tissue Substitute, Open Approach",RELEASED,2004
6620ef0dfc13ae0cffa242c4,Attack on the Iron Coast,107,Indonesia,"Bode, Kessler and Hagenes",http://dummyimage.com/101x100.png/dddddd/000000,"[""ACTION"",""DRAMA"",""WAR""]","Extirpation of Matter from Trachea, Percutaneous Approach",RELEASED,2014
6620ef0dfc13ae0cffa242c5,Marvin's Room,99,China,Grimes-Denesik,http://dummyimage.com/126x100.png/cc0000/ffffff,"[""DRAMA""]","Release Right Lower Leg Skin, External Approach",RELEASED,2013
6620ef0dfc13ae0cffa242c6,Waterloo Bridge,15,Vietnam,Mante Inc,http://dummyimage.com/228x100.png/cc0000/ffffff,"[""DRAMA"",""WAR""]","Destruction of Left Vocal Cord, Open Approach",RELEASED,2013
6620ef0dfc13ae0cffa242c7,Rollercoaster,153,Russia,McKenzie-Koepp,http://dummyimage.com/157x100.png/ff4444/ffffff,"[""DRAMA"",""THRILLER""]",Intraoperative Radiation Therapy (IORT) of Stomach,COMING_SOON,2013
6620ef0dfc13ae0cffa242c8,It's a Bird,199,Vietnam,Marvin Group,http://dummyimage.com/183x100.png/cc0000/ffffff,"[""(NO GENRES LISTED)""]","Extirpation of Matter from Hyoid Bone, Open Approach",RELEASED,2010
6620ef0dfc13ae0cffa242c9,Will Success Spoil Rock Hunter?,41,Vietnam,"Pfannerstill, Williamson and Swift",http://dummyimage.com/146x100.png/dddddd/000000,"[""COMEDY"",""ROMANCE""]","Revision of Internal Fixation Device in Left Radius, External Approach",COMING_SOON,2011
6620ef0dfc13ae0cffa242ca,Before Sunset,141,Philippines,"Balistreri, Kulas and Sanford",http://dummyimage.com/169x100.png/5fa2dd/ffffff,"[""DRAMA"",""ROMANCE""]","Monitoring of Respiratory Resistance, Via Natural or Artificial Opening",COMING_SOON,2017
6620ef0dfc13ae0cffa242cb,Waxworks (Das Wachsfigurenkabinett),133,Czech Republic,Grimes-Hane,http://dummyimage.com/233x100.png/ff4444/ffffff,"[""COMEDY"",""DRAMA"",""ROMANCE"",""THRILLER""]","Planar Nuclear Medicine Imaging of Kidneys, Ureters and Bladder using Iodine 131 (I-131)",COMING_SOON,2013
6620ef0dfc13ae0cffa242cc,Body of Evidence,112,Norway,"Lynch, Hyatt and Fritsch",http://dummyimage.com/248x100.png/5fa2dd/ffffff,"[""DRAMA"",""THRILLER""]","Removal of Autologous Tissue Substitute from Right Tibia, Percutaneous Endoscopic Approach",RELEASED,2008
6620ef0dfc13ae0cffa242cd,"Dark Hours, The",71,Denmark,Wuckert-Schuppe,http://dummyimage.com/143x100.png/ff4444/ffffff,"[""HORROR"",""THRILLER""]","Reposition Right Common Iliac Artery, Open Approach",RELEASED,2016
6620ef0dfc13ae0cffa242ce,Dangerous Liaisons,118,Brazil,Bernier LLC,http://dummyimage.com/196x100.png/5fa2dd/ffffff,"[""DRAMA"",""ROMANCE""]","Extirpation of Matter from Left Vocal Cord, Via Natural or Artificial Opening Endoscopic",COMING_SOON,2009
6620ef0dfc13ae0cffa242cf,Each Dawn I Die,138,Thailand,O'Hara Group,http://dummyimage.com/250x100.png/dddddd/000000,"[""CRIME"",""DRAMA"",""THRILLER""]","Destruction of Left Axillary Lymphatic, Percutaneous Endoscopic Approach",RELEASED,2014
6620ef0dfc13ae0cffa242d0,Resurrecting the Champ,65,Venezuela,Champlin Inc,http://dummyimage.com/138x100.png/ff4444/ffffff,"[""DRAMA""]",Osteopathic Treatment of Pelvis using Muscle Energy-Isotonic Forces,RELEASED,2009
6620ef0dfc13ae0cffa242d1,Othello,38,Egypt,Schmitt Inc,http://dummyimage.com/125x100.png/ff4444/ffffff,"[""DRAMA"",""ROMANCE""]","Restriction of Left Internal Carotid Artery with Extraluminal Device, Percutaneous Endoscopic Approach",RELEASED,2010
6620ef0dfc13ae0cffa242d2,"Watcher, The",181,China,"Herman, Jacobi and Mertz",http://dummyimage.com/121x100.png/dddddd/000000,"[""CRIME"",""THRILLER""]","Removal of Radioactive Element from Lower Back, External Approach",RELEASED,2011
6620ef0dfc13ae0cffa242d3,Lost for Life,129,France,Emmerich-Stoltenberg,http://dummyimage.com/218x100.png/5fa2dd/ffffff,"[""CRIME"",""DOCUMENTARY""]","Release Rectum, Via Natural or Artificial Opening",COMING_SOON,2011
6620ef0dfc13ae0cffa242d4,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni)",73,France,Schamberger-Wunsch,http://dummyimage.com/202x100.png/cc0000/ffffff,"[""ACTION"",""ANIMATION"",""DRAMA"",""FANTASY"",""SCI_FI""]","Replacement of Left Lacrimal Bone with Autologous Tissue Substitute, Percutaneous Endoscopic Approach",RELEASED,2019
6620ef0dfc13ae0cffa242d5,Parineeta,53,China,Grant-Conn,http://dummyimage.com/140x100.png/dddddd/000000,"[""DRAMA"",""MUSICAL"",""ROMANCE""]","Repair Face, Percutaneous Approach",COMING_SOON,2016
6620ef0dfc13ae0cffa242d6,God Grew Tired of Us,18,Indonesia,"Yost, West and Gorczany",http://dummyimage.com/152x100.png/5fa2dd/ffffff,"[""DOCUMENTARY"",""DRAMA""]","Control Bleeding in Left Lower Arm, Open Approach",RELEASED,2003
6620ef0dfc13ae0cffa242d7,"Porn Theater (Chatte à deux têtes, La)",101,Portugal,Streich-Herzog,http://dummyimage.com/130x100.png/ff4444/ffffff,"[""DRAMA""]","Repair Musculoskeletal System in Products of Conception, Percutaneous Approach",COMING_SOON,2020
6620ef0dfc13ae0cffa242d8,Vidal Sassoon: The Movie,191,Philippines,Kassulke Group,http://dummyimage.com/134x100.png/ff4444/ffffff,"[""DOCUMENTARY""]","Repair Left Internal Jugular Vein, Percutaneous Approach",RELEASED,2007
6620ef0dfc13ae0cffa242d9,"Prize Winner of Defiance Ohio, The",190,Cyprus,Gulgowski-Oberbrunner,http://dummyimage.com/218x100.png/cc0000/ffffff,"[""DRAMA""]","Replacement of Right Hand Subcutaneous Tissue and Fascia with Autologous Tissue Substitute, Open Approach",COMING_SOON,2004
6620ef0dfc13ae0cffa242da,And You Thought Your Parents Were Weird,40,Germany,"Boyle, Bernier and Shanahan",http://dummyimage.com/126x100.png/dddddd/000000,"[""CHILDREN"",""COMEDY"",""SCI_FI""]","Revision of Nonautologous Tissue Substitute in Right Finger Phalanx, Percutaneous Approach",COMING_SOON,2017
6620ef0dfc13ae0cffa242db,Stray Cat Rock: Delinquent Girl Boss (Nora-neko rokku: Onna banchô),136,Pakistan,Kulas Group,http://dummyimage.com/222x100.png/dddddd/000000,"[""ACTION"",""CRIME""]","Dilation of Left Renal Artery, Open Approach",RELEASED,2014
6620ef0dfc13ae0cffa242dc,Mr. & Mrs. Smith,112,Poland,Hand Group,http://dummyimage.com/240x100.png/dddddd/000000,"[""COMEDY"",""ROMANCE""]","Drainage of Left Thyroid Artery, Open Approach, Diagnostic",RELEASED,2016
6620ef0dfc13ae0cffa242dd,"Chorus, The (Choristes, Les)",167,Portugal,Kuhlman-Lowe,http://dummyimage.com/210x100.png/cc0000/ffffff,"[""DRAMA""]","Drainage of Left External Ear, External Approach",RELEASED,2013
6620ef0dfc13ae0cffa242de,Class of Nuke 'Em High Part II: Subhumanoid Meltdown,168,Ukraine,Jenkins-Hand,http://dummyimage.com/168x100.png/dddddd/000000,"[""COMEDY"",""HORROR"",""SCI_FI""]",Tomographic (Tomo) Nuclear Medicine Imaging of Upper Extremity using Iodine 123 (I-123),COMING_SOON,2010
6620ef0dfc13ae0cffa242df,Ama lur (Tierra Madre),22,Philippines,Schmidt-Ryan,http://dummyimage.com/131x100.png/5fa2dd/ffffff,"[""DOCUMENTARY""]","Revision of Nonautologous Tissue Substitute in Left Metacarpal, Percutaneous Endoscopic Approach",COMING_SOON,2012
6620ef0dfc13ae0cffa242e0,Twice Upon a Time,97,Poland,Batz-Crist,http://dummyimage.com/123x100.png/5fa2dd/ffffff,"[""ANIMATION"",""FANTASY""]","Replacement of Gastric Artery with Synthetic Substitute, Open Approach",RELEASED,2017
6620ef0dfc13ae0cffa242e1,CJ7 (Cheung Gong 7 hou),138,China,"Becker, Gottlieb and Nicolas",http://dummyimage.com/105x100.png/dddddd/000000,"[""CHILDREN"",""COMEDY"",""SCI_FI""]","Fluoroscopy of Left Lower Extremity Veins using High Osmolar Contrast, Guidance",COMING_SOON,2010
6620ef0dfc13ae0cffa242e2,Flesh Gordon,40,Netherlands,Gutkowski-Schuster,http://dummyimage.com/170x100.png/ff4444/ffffff,"[""ADVENTURE"",""COMEDY"",""SCI_FI""]","Removal of Radioactive Element from Lower Artery, External Approach",COMING_SOON,2011
